"Respondent Id","Minute Made","Tropicana&nbsp;","Simply Orange&nbsp;","Local Store Brand","128 fl oz Bottle&nbsp;","58 fl oz Carton","$3.89","$4.59","$4.89","$5.59","$6.00","No pulp","Some pulp","Medium pulp","Lots of pulp","Yes","No","Vitamins D","Calcium","Multi B Vitamins (B , ...","Vitamins D and Calcium...","Multi Vitamins (A, B1,...","Plant Sterols&nbsp;","None"
"5","52.46658390060689","45.81407472160239","46.72400741187909","-145.00466603408836","23.04606653283995","-23.04606653283995","52.62815115921693","15.893433044429035","14.983500354152316","-41.297575933760776","-42.2075086240375","-56.96913035141439","24.95297450437792","5.132193497831581","26.883962349204893","16.046216642142554","-16.046216642142554","59.52093510968689","55.9356463461844","-45.39225387301761","54.32153593076545","-38.251367391839935","-86.13449612177916","-24.729023143404273"
"7","14.68278753245284","-53.77528224224634","114.16182985462177","-75.06933514482827","42.61233915049992","-42.61233915049992","94.6445810632385","-46.82122343398161","4.732592710228044","-5.943283724264257","-46.61266661522068","6.676504601120432","7.855445756062091","-21.045524593791715","6.513574236609192","6.602570365207273","-6.602570365207273","21.037537545678653","-19.92208401115934","12.992795634230186","3.886953291483047","61.98851933091455","-79.9837217911471","-44.008352646915704"
"8","3.6475725311237697","-13.67040481371041","4.860943329935188","5.161888952651452","20.245337299144865","-20.245337299144865","53.72141154845074","53.71689184653212","-40.672370183979126","-65.39120264519613","-1.3747305658076072","78.85539895337823","52.16530993170904","-42.96540454198861","-88.05530434309867","14.576587873726842","-14.576587873726842","98.32817910736888","27.124085778648432","-68.20181692076756","54.77577197042456","15.146139354727692","-127.17235929040201","15.062104717599727"
"9","26.445251178195516","-9.269388080896595","27.489567882856555","-44.66543098015548","29.894290609310985","-29.894290609310985","49.780289064389805","82.82458741065024","0.5717776151462451","-69.71768125957257","-63.45897283061372","82.79551399666349","-26.501243285204065","-27.545559989865104","-28.748710721594314","-13.608034483292581","13.608034483292581","68.93813622444765","-7.777432713552326","42.96926553009036","8.685258535627913","-4.999506237760948","-107.81572133885267","98.54492139323465"
"11","158.6517109465129","-51.600594117260364","66.48060106970908","-173.53171789896163","25.10718137287948","-25.10718137287948","57.10071834425186","-9.020907492518951","-13.379812876000408","-19.52945167960698","-15.170546296125519","-8.574486566601571","11.93299534957036","3.4252443635076726","-6.78375314647646","-9.828742989072476","9.828742989072476","29.41295385817523","23.92983621899787","-69.14953912664443","-43.47300275252512","27.622220438050114","31.657531363946337","-85.58699031831043"
"12","-1.6550059628260572","1.6550059628260592","0.9394243717146878","-0.9394243717146898","-0.9394243717146842","0.9394243717146842","77.5225410470679","-43.5693269737534","29.319150378665793","-71.96849190088142","8.696127448901118","181.6834894520496","-26.254084323779974","-58.8345303510889","-96.59487477718073","8.429985515321459","-8.429985515321459","72.90984645312858","43.37967696984246","-76.33390187967471","63.35597220836809","-26.039669081697024","-77.27192466996739","179.44520557627243"
"13","5.451371540927785","9.67696028056936","6.627217918884406","-21.755549740381554","0.5879231889783105","-0.5879231889783105","4.13776093107747","83.37845168650367","-11.867660352440659","-13.043506730397281","-62.6050455347432","118.83884573603737","44.73999194681739","-19.63367250821914","-143.9451651746356","-13.783495768428061","13.783495768428061","40.108752077203626","22.68895031551664","-36.86092152523182","43.646395811411566","17.827571442004963","-87.41074812090497","-73.09052695105842"
"17","3.433134770409792","-3.493422434124836","38.4221486005124","-38.361860936797356","-0.4716928511982092","0.4716928511982092","98.31973936369408","9.307676091702788","-11.331052297004613","-33.18393510947375","-63.1124280489185","22.927556978759522","24.519919979535228","23.87094268115594","-71.31841963945068","-8.990697588711926","8.990697588711926","26.643095488276693","73.7503665338823","11.186595256069511","-2.8373262046474914","64.52760494380814","-173.27033601738913","-21.00915566919234"
"18","32.284591459342295","95.52440131379876","-21.485895442852044","-106.32309733028902","-6.108565749036783","6.108565749036783","24.567430795118486","24.260530572484164","23.233560012353546","-44.81230779760838","-27.249213582347814","64.3413228074071","-43.37353662626269","26.43259141626403","-47.400377597408436","-2.211781416154448","2.211781416154448","55.32395851173014","37.42918406790855","-64.58481821090294","64.19964573642825","43.82275218639505","-136.19072229155907","77.66083106098112"
"19","12.644284860189286","-29.921496143931435","3.1498021081421554","14.127409175599995","32.48139457411699","-32.48139457411699","275.66785405255393","-78.5650982582558","-43.18272575385257","-46.008875243128564","-107.91115479731702","2.394792527443618","23.661081293034538","-8.173405362038459","-17.882468458439696","-2.310781712127206","2.310781712127206","-1.72861481074698","12.72101885500431","-4.507362786010476","33.82824333591365","-27.4159401707213","-12.897344423439206","87.16383430591202"
"29","25.350866869021278","-46.509945690575535","68.91920563542281","-47.76012681386855","-16.221578198102225","16.221578198102225","70.76434571963608","-53.71808224027854","-10.729180145768533","-2.0946764086428202","-4.222406924946187","79.74776011662782","-8.746852986107221","-9.997034109400241","-61.00387302112035","-84.19404723866873","84.19404723866873","-7.091765873664493","6.9650038367921026","2.715105121256028","-5.8415847503714895","-6.91034803985167","10.163589705839522","70.19519737056626"
"31","14.294186669434655","13.479853083650868","26.294055156815332","-54.06809490990085","63.2960473591627","-63.2960473591627","74.27864267336271","-5.774528842416884","17.292045293812073","-0.045842161901259185","-85.75031696285664","47.91017757561228","0.9321586085192058","-24.07276479221353","-24.76957139191796","-11.34422436423527","11.34422436423527","-4.7459894158719065","-5.442796015576328","52.08911839477548","25.650288532794463","18.00885799184105","-85.55947948796276","9.29459556971171"
"40","89.27578939210518","10.955247708869077","-65.2552030674741","-34.97583403350016","-29.39836205523309","29.39836205523309","43.93239544556715","-0.0897377283024192","42.54700254485721","-1.475130629012366","-84.91452963310957","23.40999454055409","0.6926964503549735","-23.40999454055409","-0.6926964503549741","4.729559936144034","-4.729559936144034","51.99883033507303","86.03339925416356","-58.05856207875937","18.46228776697537","17.07689486626542","-115.512850143718","-57.46643717892014"
"44","-83.79117632507358","-11.626881107358727","-2.8526284685289403","98.27068590096125","-26.72495585641405","26.72495585641405","36.787343917684304","35.502671771224016","-28.125953872990124","32.911547354939245","-77.07560917085745","15.757737444096465","18.227646009486953","17.04240959055675","-51.02779304414017","-40.98626102666321","40.98626102666321","57.53973118916654","-19.70003401328844","38.88586057839978","-41.85758067647528","-16.452615210974436","-18.415361866828164","96.71471224200648"
"47","21.592589312089796","-8.529929671972655","18.045904022132728","-31.108563662249868","10.31412310535781","-10.31412310535781","39.63591857230497","15.118933153518823","14.541067219763478","-14.401691451977845","-54.89422749360943","204.11034639205658","-61.48512928559432","-71.28951580449394","-71.3357013019683","-1.1241257536278626","1.1241257536278626","46.88356201907201","3.6097350286813863","-5.699298344781621","44.97376487172479","17.79482995398112","-107.56259352867767","84.69346831021879"
